user_id,activity,start_datetime,end_datetime,duration
6,Snack,2009-04-06 11:10:23.436919,2009-04-06 11:21:30.095179,11
6,Snack,2009-04-06 11:40:43.076724,2009-04-06 11:45:32.598999,5
6,Snack,2009-04-06 11:57:54.050864,2009-04-06 12:16:26.019174,19
6,Snack,2009-04-06 12:17:03.038788,2009-04-06 12:40:19.713939,23
6,Snack,2009-04-06 12:49:27.323299,2009-04-06 12:59:32.280519,10
6,Snack,2009-04-06 13:11:29.963449,2009-04-06 13:12:49.074355,1
6,Snack,2009-04-06 13:35:45.442229,2009-04-06 13:35:52.975369,0
6,Snack,2009-04-06 16:14:18.370909,2009-04-06 16:14:29.181679,0
6,Snack,2009-04-06 16:47:20.030816,2009-04-06 17:08:56.323559,22
6,Snack,2009-04-06 17:18:10.007976,2009-04-06 17:18:30.234319,0
6,Snack,2009-04-06 17:20:48.719379,2009-04-06 17:21:02.095812,0
6,Snack,2009-04-06 17:23:06.475879,2009-04-06 17:23:22.639039,0
6,Snack,2009-04-06 17:41:21.054974,2009-04-06 17:42:26.570549,1
6,Snack,2009-04-06 17:46:46.944149,2009-04-06 17:53:18.259439,7
6,Snack,2009-04-06 17:53:33.098897,2009-04-06 17:55:16.003775,2
6,Eat,2009-04-07 07:40:39.063273,2009-04-07 07:45:33.609319,5
6,Snack,2009-04-07 10:52:11.040735,2009-04-07 10:53:27.065805,1
6,Snack,2009-04-07 10:54:53.038929,2009-04-07 11:08:57.032276,14
6,Snack,2009-04-07 11:10:24.057936,2009-04-07 11:49:25.125519,39
6,Snack,2009-04-07 11:49:40.097359,2009-04-07 12:27:11.014843,38
6,Snack,2009-04-07 12:53:00.926239,2009-04-07 12:53:28.709089,0
6,Snack,2009-04-07 12:54:43.064363,2009-04-07 13:32:52.341399,38
6,Snack,2009-04-07 14:00:27.036226,2009-04-07 14:08:33.479199,8
6,Snack,2009-04-07 14:22:31.589109,2009-04-07 14:42:40.005713,20
6,Snack,2009-04-07 14:48:30.031569,2009-04-07 14:49:39.947609,1
6,Snack,2009-04-07 15:03:56.015275,2009-04-07 15:04:01.006711,0
6,Snack,2009-04-07 15:46:18.203059,2009-04-07 16:13:02.094461,27
6,Snack,2009-04-07 16:21:06.134439,2009-04-07 17:08:08.064709,47
6,Snack,2009-04-07 17:09:00.588649,2009-04-07 17:17:04.070199,8
6,Snack,2009-04-07 18:37:34.299079,2009-04-07 18:37:48.092449,0
6,Eat,2009-04-08 07:20:52.039257,2009-04-08 07:35:24.710979,15
6,Eat,2009-04-08 07:36:55.221019,2009-04-08 07:37:02.659349,0
6,Eat,2009-04-08 07:37:38.074391,2009-04-08 07:52:04.204659,14
6,Eat,2009-04-08 07:54:30.013768,2009-04-08 08:00:39.198159,6
6,Snack,2009-04-08 08:20:05.552789,2009-04-08 08:30:56.036665,11
6,Snack,2009-04-08 10:26:58.019303,2009-04-08 10:48:24.893409,21
6,Snack,2009-04-08 12:05:28.815049,2009-04-08 12:40:15.238929,35
6,Snack,2009-04-08 13:04:26.427589,2009-04-08 13:07:39.635299,3
6,Snack,2009-04-08 13:17:58.040661,2009-04-08 13:28:08.646919,10
6,Snack,2009-04-08 13:35:41.047864,2009-04-08 13:36:01.086839,0
6,Snack,2009-04-08 15:28:13.630079,2009-04-08 15:28:43.688539,1
6,Snack,2009-04-08 16:02:23.043629,2009-04-08 16:02:40.900279,0
6,Eat,2009-04-09 07:29:47.032446,2009-04-09 07:45:36.000599,16
6,Eat,2009-04-09 08:05:56.000509,2009-04-09 08:06:58.671279,1
6,Snack,2009-04-09 09:44:33.083839,2009-04-09 09:44:58.339299,0
6,Snack,2009-04-09 09:48:14.056047,2009-04-09 10:01:46.036013,14
6,Snack,2009-04-09 10:02:52.076423,2009-04-09 10:36:20.242079,33
6,Snack,2009-04-09 10:39:53.618449,2009-04-09 10:40:14.245409,0
6,Eat,2009-04-10 07:31:51.000391,2009-04-10 07:46:52.015278,15
6,Eat,2009-04-10 07:49:08.223929,2009-04-10 08:22:24.089911,33
6,Snack,2009-04-10 12:34:22.035417,2009-04-10 12:34:37.027078,0
6,Snack,2009-04-10 12:45:55.043276,2009-04-10 12:46:06.772209,0
6,Snack,2009-04-10 12:46:15.999569,2009-04-10 12:47:42.294549,1
6,Snack,2009-04-10 13:33:44.009024,2009-04-10 13:34:31.664429,1
6,Snack,2009-04-10 13:34:48.680459,2009-04-10 13:35:32.330169,1
6,Snack,2009-04-10 14:02:45.468839,2009-04-10 14:03:40.964459,1
6,Snack,2009-04-10 15:56:08.096823,2009-04-10 15:56:44.037734,1
6,Snack,2009-04-10 16:03:43.019124,2009-04-10 16:04:00.983589,0
6,Snack,2009-04-10 16:38:44.051372,2009-04-10 16:41:12.020479,2
6,Snack,2009-04-10 16:41:44.011132,2009-04-10 16:41:54.031938,0
6,Eat,2009-04-13 07:28:54.000438,2009-04-13 07:38:30.603149,10
6,Eat,2009-04-13 07:42:13.054656,2009-04-13 07:57:33.061839,15
6,Snack,2009-04-13 08:17:26.025475,2009-04-13 08:39:07.811759,22
6,Snack,2009-04-13 08:42:38.002269,2009-04-13 08:43:18.018648,1
6,Snack,2009-04-13 09:16:13.471699,2009-04-13 09:32:47.566689,17
6,Snack,2009-04-13 09:33:18.577219,2009-04-13 09:33:40.481869,0
6,Snack,2009-04-13 09:39:09.506979,2009-04-13 09:47:10.609669,8
6,Snack,2009-04-13 13:04:55.065895,2009-04-13 13:07:45.010663,3
6,Snack,2009-04-13 13:24:46.084482,2009-04-13 13:24:59.038942,0
6,Snack,2009-04-13 17:20:19.049991,2009-04-13 17:20:46.735889,0
6,Eat,2009-04-14 07:40:37.043999,2009-04-14 07:48:27.478349,8
6,Eat,2009-04-14 07:55:25.059994,2009-04-14 07:56:10.191629,1
6,Eat,2009-04-14 07:59:05.024266,2009-04-14 08:11:50.033639,13
6,Snack,2009-04-14 09:22:42.088843,2009-04-14 09:38:06.332809,15
6,Snack,2009-04-14 09:38:41.319319,2009-04-14 09:41:55.670259,3
6,Snack,2009-04-14 10:49:30.091314,2009-04-14 10:51:47.574229,2
6,Snack,2009-04-14 10:52:05.342339,2009-04-14 10:56:12.591979,4
6,Snack,2009-04-14 10:57:39.047157,2009-04-14 10:57:54.082218,0
6,Snack,2009-04-14 11:10:01.230099,2009-04-14 11:10:32.006128,1
6,Snack,2009-04-14 11:16:26.113169,2009-04-14 12:07:31.000877,51
6,Snack,2009-04-14 12:10:12.587169,2009-04-14 12:10:39.053725,0
6,Snack,2009-04-14 12:11:05.071597,2009-04-14 12:33:22.082166,22
6,Snack,2009-04-14 12:35:15.337949,2009-04-14 12:36:04.089767,1
6,Snack,2009-04-14 14:03:51.035154,2009-04-14 14:05:40.044909,2
6,Snack,2009-04-14 14:06:25.105099,2009-04-14 14:06:34.785209,0
6,Eat,2009-04-15 07:42:39.082972,2009-04-15 07:45:43.845309,3
6,Eat,2009-04-15 07:54:38.001659,2009-04-15 08:25:20.056855,31
6,Snack,2009-04-15 08:43:25.761739,2009-04-15 08:44:03.003269,1
6,Snack,2009-04-15 08:44:19.097989,2009-04-15 09:12:48.050445,28
6,Snack,2009-04-15 09:39:04.068507,2009-04-15 09:41:18.167589,2
6,Snack,2009-04-15 12:07:59.051114,2009-04-15 12:08:12.003025,0
6,Snack,2009-04-15 12:28:14.581239,2009-04-15 12:28:52.069479,1
6,Snack,2009-04-15 13:04:57.945519,2009-04-15 13:10:32.025597,6
6,Snack,2009-04-15 13:12:49.766669,2009-04-15 13:16:36.485699,4
6,Snack,2009-04-15 13:34:18.013649,2009-04-15 13:34:38.663019,0
6,Snack,2009-04-15 13:39:58.899569,2009-04-15 13:43:18.999969,3
6,Snack,2009-04-15 13:44:02.082605,2009-04-15 13:44:13.037454,0
6,Snack,2009-04-15 13:51:52.064542,2009-04-15 13:52:16.339149,0
6,Snack,2009-04-15 13:56:25.114599,2009-04-15 13:57:38.047512,1
6,Snack,2009-04-15 15:51:44.429339,2009-04-15 15:52:34.060418,1
6,Snack,2009-04-15 15:53:29.958479,2009-04-15 15:55:59.957809,2
6,Snack,2009-04-15 15:56:09.087523,2009-04-15 15:59:03.141839,3
6,Eat,2009-04-16 08:04:09.002455,2009-04-16 08:12:40.209409,9
6,Snack,2009-04-16 08:32:48.625809,2009-04-16 08:33:00.230249,0
6,Snack,2009-04-16 08:35:48.445849,2009-04-16 08:36:06.241559,0
6,Snack,2009-04-16 08:36:45.256239,2009-04-16 09:24:00.032768,47
6,Snack,2009-04-16 10:25:46.281379,2009-04-16 10:26:40.889379,1
6,Snack,2009-04-16 10:28:54.069599,2009-04-16 10:52:27.893019,24
6,Snack,2009-04-16 10:55:16.080675,2009-04-16 10:56:31.035331,1
6,Snack,2009-04-16 10:58:08.005516,2009-04-16 10:59:24.450959,1
6,Snack,2009-04-16 10:59:25.161329,2009-04-16 11:07:01.004216,8
6,Snack,2009-04-16 11:58:20.009103,2009-04-16 11:59:26.005221,1
6,Snack,2009-04-16 12:12:47.004057,2009-04-16 12:13:24.800349,1
6,Snack,2009-04-16 12:13:59.094092,2009-04-16 12:15:06.710449,1
6,Eat,2009-04-17 07:35:23.086735,2009-04-17 07:52:19.060855,17
6,Eat,2009-04-17 07:56:06.070595,2009-04-17 07:57:29.255199,1
6,Eat,2009-04-17 07:58:16.873349,2009-04-17 08:02:34.744879,4
6,Eat,2009-04-17 08:03:46.861259,2009-04-17 08:25:18.008872,22
6,Eat,2009-04-17 08:33:00.692699,2009-04-17 08:56:28.278539,23
6,Snack,2009-04-17 08:57:15.988009,2009-04-17 09:02:33.002075,5
6,Snack,2009-04-17 09:45:12.667099,2009-04-17 09:50:46.018138,6
6,Snack,2009-04-17 11:41:44.095602,2009-04-17 11:42:34.023481,1
6,Snack,2009-04-17 12:04:53.007351,2009-04-17 12:13:59.535989,9
6,Snack,2009-04-17 12:17:11.024674,2009-04-17 12:23:27.286429,6
6,Snack,2009-04-17 13:03:23.082409,2009-04-17 13:12:32.388289,9
6,Snack,2009-04-17 13:13:53.094441,2009-04-17 13:34:39.098479,21
6,Snack,2009-04-17 13:35:42.095998,2009-04-17 13:59:32.089521,24
6,Snack,2009-04-17 14:00:11.038417,2009-04-17 14:01:38.719969,1
6,Snack,2009-04-17 14:14:05.937489,2009-04-17 14:58:00.088632,44
6,Snack,2009-04-17 15:16:56.795929,2009-04-17 15:33:45.045157,17
6,Snack,2009-04-17 15:38:37.054549,2009-04-17 15:46:05.999039,7
6,Snack,2009-04-17 15:48:37.423779,2009-04-17 15:55:19.914279,7
6,Snack,2009-04-17 15:56:13.940979,2009-04-17 16:44:07.004519,48
6,Snack,2009-04-17 16:44:22.031258,2009-04-17 16:53:38.052554,9
6,Snack,2009-04-17 16:53:51.736769,2009-04-17 16:57:16.000583,3
6,Snack,2009-04-17 16:57:24.447949,2009-04-17 16:57:41.542929,0
6,Snack,2009-04-17 16:59:16.910279,2009-04-17 17:33:42.755399,34
6,Eat,2009-04-20 07:32:32.003721,2009-04-20 07:48:23.070441,16
6,Snack,2009-04-20 10:49:55.035963,2009-04-20 11:20:36.248349,31
6,Snack,2009-04-20 11:48:07.004865,2009-04-20 11:49:37.723609,2
6,Snack,2009-04-20 13:19:42.005849,2009-04-20 13:19:54.034919,0
6,Snack,2009-04-20 13:20:50.648669,2009-04-20 13:21:00.622889,0
6,Snack,2009-04-20 13:26:17.042898,2009-04-20 13:28:13.359169,2
6,Snack,2009-04-20 13:32:27.033663,2009-04-20 13:32:40.214499,0
6,Snack,2009-04-20 13:34:15.078637,2009-04-20 13:34:22.098809,0
6,Snack,2009-04-20 13:42:07.979559,2009-04-20 13:42:54.585649,1
6,Snack,2009-04-20 13:49:06.099846,2009-04-20 13:54:17.083027,5
6,Snack,2009-04-20 14:11:26.047106,2009-04-20 14:11:43.060114,0
6,Snack,2009-04-20 14:15:45.192569,2009-04-20 14:16:15.220119,1
6,Snack,2009-04-20 14:19:13.391769,2009-04-20 14:26:09.134399,7
6,Snack,2009-04-20 14:46:11.453579,2009-04-20 14:46:15.269659,0
6,Snack,2009-04-20 14:46:15.422679,2009-04-20 16:33:28.807569,107
6,Snack,2009-04-20 16:35:21.088276,2009-04-20 16:35:55.078513,1
6,Snack,2009-04-20 17:05:07.729449,2009-04-20 17:09:04.262959,4
6,Eat,2009-04-21 07:28:48.033784,2009-04-21 07:45:57.969089,17
6,Eat,2009-04-21 08:06:26.053765,2009-04-21 08:10:53.459569,4
6,Eat,2009-04-21 08:11:32.812779,2009-04-21 08:13:10.455029,2
6,Snack,2009-04-21 09:38:37.122459,2009-04-21 09:39:27.000411,1
6,Snack,2009-04-21 10:53:58.093089,2009-04-21 11:02:50.951479,9
6,Snack,2009-04-21 11:03:35.082503,2009-04-21 11:40:51.056778,37
6,Snack,2009-04-21 13:12:08.074113,2009-04-21 13:22:41.005871,11
6,Snack,2009-04-21 13:24:02.713289,2009-04-21 13:52:52.333319,29
6,Snack,2009-04-21 13:57:21.021809,2009-04-21 15:03:47.840189,66
6,Snack,2009-04-21 15:10:44.230829,2009-04-21 15:11:07.057608,0
6,Snack,2009-04-21 15:21:57.677609,2009-04-21 15:22:11.090014,0
6,Snack,2009-04-21 15:55:00.031748,2009-04-21 15:59:20.094775,4
6,Snack,2009-04-21 16:00:48.054478,2009-04-21 16:01:01.289639,0
6,Snack,2009-04-21 16:06:20.493959,2009-04-21 16:11:23.203249,5
6,Snack,2009-04-21 17:39:18.005069,2009-04-21 17:39:32.858319,0
6,Snack,2009-04-21 17:46:47.997159,2009-04-21 17:47:43.037398,1
6,Snack,2009-04-21 17:50:30.001448,2009-04-21 17:53:13.084937,3
6,Snack,2009-04-21 17:56:07.697329,2009-04-21 17:57:02.094687,1
6,Eat,2009-04-22 07:51:59.084769,2009-04-22 08:02:35.243609,11
6,Eat,2009-04-22 08:23:06.000898,2009-04-22 08:36:10.057412,13
6,Snack,2009-04-22 11:46:01.054503,2009-04-22 11:47:47.300319,2
6,Snack,2009-04-22 11:51:02.000497,2009-04-22 12:16:10.639709,25
6,Snack,2009-04-22 15:21:36.233839,2009-04-22 15:21:53.600389,0
6,Snack,2009-04-22 15:22:38.916699,2009-04-22 15:22:51.099421,0
6,Snack,2009-04-22 15:41:13.042436,2009-04-22 15:43:27.720259,2
6,Snack,2009-04-22 16:20:11.627939,2009-04-22 16:27:22.068721,7
6,Snack,2009-04-22 16:34:20.086139,2009-04-22 16:36:12.576809,2
6,Snack,2009-04-22 16:39:06.028116,2009-04-22 16:39:15.085499,0
6,Snack,2009-04-22 16:47:08.032429,2009-04-22 16:53:02.058518,6
6,Snack,2009-04-22 17:08:32.024197,2009-04-22 17:08:44.199009,0
6,Eat,2009-04-23 07:18:46.808039,2009-04-23 07:35:26.404459,17
6,Eat,2009-04-23 07:54:54.843219,2009-04-23 08:07:49.657049,13
6,Eat,2009-04-23 08:25:50.230319,2009-04-23 08:33:06.013348,7
6,Snack,2009-04-23 08:35:18.819619,2009-04-23 08:50:15.039245,15
6,Snack,2009-04-23 10:07:35.023232,2009-04-23 10:07:54.491669,0
6,Snack,2009-04-23 10:26:51.365129,2009-04-23 10:34:02.665819,7
6,Snack,2009-04-23 10:36:40.021984,2009-04-23 10:37:11.071246,1
6,Snack,2009-04-23 16:26:29.086874,2009-04-23 16:26:43.086153,0
6,Snack,2009-04-23 16:54:16.440469,2009-04-23 16:55:12.551569,1
6,Snack,2009-04-23 16:55:26.501579,2009-04-23 16:55:37.346529,0
6,Eat,2009-04-24 07:42:21.005926,2009-04-24 07:53:21.523829,11
6,Eat,2009-04-24 07:59:04.053742,2009-04-24 08:24:25.043825,25
6,Snack,2009-04-24 10:33:26.161959,2009-04-24 10:33:27.192689,0
6,Snack,2009-04-24 14:25:57.053164,2009-04-24 14:27:03.067171,1
6,Snack,2009-04-24 14:48:10.067317,2009-04-24 14:49:02.021264,1
6,Snack,2009-04-24 15:34:34.581249,2009-04-24 15:38:55.094929,4
6,Eat,2009-04-27 07:33:41.584919,2009-04-27 07:38:34.087365,5
6,Eat,2009-04-27 07:57:12.932179,2009-04-27 08:06:06.405129,9
6,Snack,2009-04-27 09:14:06.879019,2009-04-27 09:15:00.006352,1
6,Snack,2009-04-27 09:15:50.087224,2009-04-27 09:16:01.394249,0
6,Snack,2009-04-27 09:16:12.011752,2009-04-27 09:16:49.099547,1
6,Snack,2009-04-27 09:17:05.096002,2009-04-27 09:17:55.874469,1
6,Snack,2009-04-27 10:45:31.397599,2009-04-27 11:04:36.022621,19
6,Snack,2009-04-27 13:45:54.330169,2009-04-27 13:46:10.010521,0
6,Snack,2009-04-27 14:31:01.783099,2009-04-27 14:31:31.532949,0
6,Snack,2009-04-27 16:08:02.024931,2009-04-27 16:08:24.044247,0
6,Snack,2009-04-27 16:09:12.046789,2009-04-27 16:16:34.825779,7
6,Snack,2009-04-27 16:17:24.111409,2009-04-27 16:19:47.090281,2
6,Snack,2009-04-27 16:23:17.044633,2009-04-27 16:23:36.506109,0
6,Snack,2009-04-27 16:28:54.202889,2009-04-27 16:29:10.044456,0
6,Snack,2009-04-27 16:54:05.940439,2009-04-27 16:55:23.030275,1
6,Snack,2009-04-27 16:56:54.063669,2009-04-27 16:57:28.026269,1
6,Eat,2009-04-28 07:29:49.084799,2009-04-28 07:37:54.756249,8
6,Eat,2009-04-28 07:44:46.980329,2009-04-28 07:45:01.186609,0
6,Snack,2009-04-28 07:58:40.006059,2009-04-28 07:58:48.415889,0
6,Snack,2009-04-28 07:59:09.054889,2009-04-28 07:59:14.091614,0
6,Snack,2009-04-28 08:12:53.314179,2009-04-28 08:20:04.558279,7
6,Snack,2009-04-28 08:45:05.069529,2009-04-28 08:45:25.065263,0
6,Snack,2009-04-28 08:55:56.415349,2009-04-28 09:02:05.059945,6
6,Snack,2009-04-28 09:16:15.041756,2009-04-28 09:16:37.098119,0
6,Snack,2009-04-28 09:20:05.075599,2009-04-28 09:20:15.488919,0
6,Snack,2009-04-28 09:23:15.489419,2009-04-28 09:29:03.400909,6
6,Snack,2009-04-28 09:46:04.056749,2009-04-28 09:46:16.083322,0
6,Snack,2009-04-28 12:46:34.079695,2009-04-28 12:48:28.072915,2
6,Snack,2009-04-28 12:50:38.002757,2009-04-28 12:51:46.092962,1
6,Snack,2009-04-28 12:53:13.236999,2009-04-28 13:06:16.050708,13
6,Snack,2009-04-28 13:13:08.008292,2009-04-28 13:37:03.072702,24
6,Snack,2009-04-28 13:37:24.047037,2009-04-28 13:43:05.346329,6
6,Snack,2009-04-28 13:43:26.830499,2009-04-28 13:51:59.077728,9
6,Snack,2009-04-28 13:52:08.770339,2009-04-28 13:53:18.631639,1
6,Snack,2009-04-28 13:54:47.839319,2009-04-28 14:02:49.064679,8
6,Snack,2009-04-28 14:04:35.027722,2009-04-28 14:17:58.070859,13
6,Snack,2009-04-28 14:24:24.004951,2009-04-28 14:39:58.453609,16
6,Snack,2009-04-28 15:03:38.008852,2009-04-28 15:05:07.005589,1
6,Snack,2009-04-28 15:11:26.936059,2009-04-28 15:12:02.534159,1
6,Snack,2009-04-28 15:26:43.645169,2009-04-28 15:27:15.948499,1
6,Snack,2009-04-28 17:10:03.362819,2009-04-28 17:20:06.006115,10
6,Snack,2009-04-28 17:22:35.946239,2009-04-28 17:25:53.016962,3
6,Snack,2009-04-28 18:00:02.027602,2009-04-28 18:36:57.027177,37
6,Snack,2009-04-28 18:38:47.087255,2009-04-28 18:39:16.089849,0
6,Eat,2009-04-29 07:30:54.086962,2009-04-29 07:41:47.620899,11
6,Eat,2009-04-29 07:46:48.794369,2009-04-29 08:16:29.797699,30
6,Snack,2009-04-29 08:58:44.039577,2009-04-29 09:00:32.643949,2
6,Snack,2009-04-29 11:52:58.434309,2009-04-29 11:56:00.496579,3
6,Snack,2009-04-29 11:59:48.296439,2009-04-29 12:00:17.946959,0
6,Snack,2009-04-29 12:03:26.063484,2009-04-29 12:04:08.002209,1
6,Snack,2009-04-29 12:05:02.050072,2009-04-29 12:08:42.032778,4
6,Snack,2009-04-29 12:08:56.281399,2009-04-29 12:20:08.781579,11
6,Snack,2009-04-29 12:23:36.007621,2009-04-29 12:25:46.546089,2
6,Snack,2009-04-29 14:53:06.910039,2009-04-29 14:53:18.602629,0
6,Snack,2009-04-29 14:53:53.000535,2009-04-29 14:54:53.836119,1
6,Snack,2009-04-29 16:09:49.658449,2009-04-29 16:10:16.032376,0
6,Snack,2009-04-29 16:14:59.318599,2009-04-29 16:15:08.340369,0
6,Snack,2009-04-29 16:19:49.340039,2009-04-29 16:32:28.077762,13
6,Snack,2009-04-29 16:33:05.032393,2009-04-29 16:34:30.386199,1
6,Snack,2009-04-29 16:48:32.893949,2009-04-29 16:49:33.382189,1
6,Snack,2009-04-29 16:49:37.094564,2009-04-29 16:53:21.036219,4
6,Snack,2009-04-29 19:25:45.041316,2009-04-29 19:26:43.074986,1
6,Eat,2009-04-30 07:21:28.086435,2009-04-30 07:31:41.158159,10
6,Eat,2009-04-30 07:38:07.151609,2009-04-30 08:02:10.866149,24
6,Snack,2009-04-30 08:16:29.226989,2009-04-30 08:50:37.064859,34
6,Snack,2009-04-30 09:26:07.567709,2009-04-30 09:26:49.089912,1
6,Snack,2009-04-30 12:13:55.845299,2009-04-30 12:14:59.687999,1
6,Snack,2009-04-30 12:17:44.135849,2009-04-30 12:18:07.018569,0
6,Snack,2009-04-30 12:27:02.098356,2009-04-30 12:28:07.029516,1
6,Snack,2009-04-30 12:32:54.072701,2009-04-30 12:33:00.066875,0
6,Snack,2009-04-30 12:38:28.006965,2009-04-30 12:47:55.698689,9
6,Snack,2009-04-30 12:48:22.829849,2009-04-30 12:49:51.717869,1
6,Snack,2009-04-30 13:00:15.089502,2009-04-30 13:04:34.086786,4
6,Snack,2009-04-30 13:09:00.000668,2009-04-30 13:09:33.577359,1
6,Snack,2009-04-30 17:52:17.092435,2009-04-30 17:52:48.079848,1
6,Snack,2009-04-30 17:56:11.031977,2009-04-30 17:56:21.284579,0
6,Eat,2009-05-01 07:36:07.013768,2009-05-01 07:49:05.197779,13
6,Eat,2009-05-01 07:58:24.173749,2009-05-01 08:16:28.700579,18
6,Snack,2009-05-01 08:16:57.048811,2009-05-01 08:18:17.389019,1
6,Snack,2009-05-01 12:19:36.675499,2009-05-01 12:19:44.096493,0
6,Snack,2009-05-01 12:44:17.044653,2009-05-01 12:44:26.001111,0
6,Snack,2009-05-01 12:48:28.069914,2009-05-01 12:48:37.014203,0
6,Snack,2009-05-01 12:58:14.042702,2009-05-01 12:58:21.031149,0
6,Snack,2009-05-01 13:14:03.044367,2009-05-01 13:17:19.019531,3
6,Snack,2009-05-01 13:30:22.084089,2009-05-01 13:30:53.056131,1
6,Snack,2009-05-01 13:32:20.015421,2009-05-01 13:32:48.070068,0
6,Snack,2009-05-01 15:05:21.844409,2009-05-01 15:05:38.369379,0
6,Snack,2009-05-01 15:06:23.793659,2009-05-01 15:06:28.900909,0
6,Snack,2009-05-01 15:09:27.666769,2009-05-01 15:10:23.025883,1
6,Snack,2009-05-01 15:24:19.006554,2009-05-01 15:24:53.033393,1
6,Eat,2009-05-04 07:37:42.047438,2009-05-04 07:47:08.859339,9
6,Eat,2009-05-04 07:50:48.052111,2009-05-04 08:24:56.502239,34
6,Snack,2009-05-04 08:40:24.153359,2009-05-04 08:51:32.568779,11
6,Snack,2009-05-04 11:09:31.138819,2009-05-04 11:09:43.394109,0
6,Snack,2009-05-04 11:11:14.962569,2009-05-04 11:12:09.015473,1
6,Snack,2009-05-04 12:34:10.456929,2009-05-04 12:40:52.069193,7
6,Snack,2009-05-04 12:40:52.256129,2009-05-04 18:37:13.029814,356
6,Snack,2009-05-04 18:37:34.074029,2009-05-04 18:37:39.087607,0
6,Snack,2009-05-04 18:37:59.490669,2009-05-04 18:39:06.042089,1
6,Eat,2009-05-05 07:16:19.071355,2009-05-05 07:21:03.089576,5
6,Eat,2009-05-05 09:30:11.953589,2009-05-05 10:19:10.018193,49
6,Snack,2009-05-05 10:19:56.018772,2009-05-05 10:25:47.975879,6
6,Snack,2009-05-05 11:08:12.014929,2009-05-05 11:13:21.578219,5
6,Snack,2009-05-05 11:30:06.044509,2009-05-05 11:31:13.968039,1
6,Snack,2009-05-05 12:54:43.027513,2009-05-05 12:57:06.032575,2
6,Snack,2009-05-05 13:00:40.080953,2009-05-05 13:03:58.018645,3
6,Snack,2009-05-05 13:06:45.008218,2009-05-05 13:06:55.072621,0
6,Snack,2009-05-05 13:11:47.023951,2009-05-05 13:12:43.057638,1
6,Snack,2009-05-05 13:23:02.772419,2009-05-05 13:27:25.005041,4
