datetime,activity,activity_name,user_id
2009-04-02 11:50:07.935019,Watch_TV_begin,Watch_TV,ALL
2009-04-02 11:57:14.080608,Watch_TV_end,Watch_TV,ALL
2009-04-02 11:57:16.956619,R6_Snack_begin,Snack,R6
2009-04-02 12:00:09.035365,R6_Snack_end,Snack,R6
2009-04-02 12:06:21.021999,Watch_TV_begin,Watch_TV,ALL
2009-04-02 12:06:27.444639,Watch_TV_end,Watch_TV,ALL
2009-04-02 12:07:00.091878,Watch_TV_begin,Watch_TV,ALL
2009-04-02 12:08:19.019055,Watch_TV_end,Watch_TV,ALL
2009-04-02 12:08:22.746099,R6_Snack_begin,Snack,R6
2009-04-02 12:10:08.083796,R6_Snack_end,Snack,R6
2009-04-02 12:10:09.060575,Watch_TV_begin,Watch_TV,ALL
2009-04-02 12:10:32.758589,Watch_TV_end,Watch_TV,ALL
2009-04-02 12:12:30.082238,R6_Snack_begin,Snack,R6
2009-04-02 12:12:43.569869,R6_Snack_end,Snack,R6
2009-04-02 17:23:12.046474,R6_Snack_begin,Snack,R6
2009-04-02 17:24:24.019775,R6_Snack_end,Snack,R6
2009-04-02 17:28:00.095531,R6_Snack_begin,Snack,R6
2009-04-02 17:29:05.012082,R6_Snack_end,Snack,R6
2009-04-02 17:31:53.089474,Watch_TV_begin,Watch_TV,ALL
2009-04-02 17:32:25.326119,Watch_TV_end,Watch_TV,ALL
2009-04-02 17:32:27.645639,R6_Snack_begin,Snack,R6
2009-04-02 17:52:16.010276,R6_Snack_end,Snack,R6
2009-04-02 17:52:17.002862,Watch_TV_begin,Watch_TV,ALL
2009-04-02 17:53:22.047039,Watch_TV_end,Watch_TV,ALL
2009-04-02 18:32:03.025728,Enter_Home_begin,Enter_Home,ALL
2009-04-02 18:35:57.053642,Enter_Home_end,Enter_Home,ALL
2009-04-02 18:48:23.053028,Watch_TV_begin,Watch_TV,ALL
2009-04-02 18:49:02.004743,Watch_TV_end,Watch_TV,ALL
2009-04-02 18:50:43.067086,Watch_TV_begin,Watch_TV,ALL
2009-04-02 18:52:47.022829,Watch_TV_end,Watch_TV,ALL
2009-04-02 18:55:18.608819,Watch_TV_begin,Watch_TV,ALL
2009-04-02 19:00:48.923609,Watch_TV_end,Watch_TV,ALL
2009-04-02 19:38:08.077687,Watch_TV_begin,Watch_TV,ALL
2009-04-02 19:41:28.666599,Watch_TV_end,Watch_TV,ALL
2009-04-02 19:41:45.067493,Watch_TV_begin,Watch_TV,ALL
2009-04-02 19:49:58.004413,Watch_TV_end,Watch_TV,ALL
2009-04-02 19:50:52.045705,Watch_TV_begin,Watch_TV,ALL
2009-04-02 19:57:53.079339,Watch_TV_end,Watch_TV,ALL
2009-04-02 20:06:19.006274,Watch_TV_begin,Watch_TV,ALL
2009-04-02 20:37:44.226589,Watch_TV_end,Watch_TV,ALL
2009-04-02 20:58:08.015012,Watch_TV_begin,Watch_TV,ALL
2009-04-02 20:59:32.050079,Watch_TV_end,Watch_TV,ALL
2009-04-03 07:17:44.696939,Cook_begin,Cook,ALL
2009-04-03 07:30:09.090171,Cook_end,Cook,ALL
2009-04-03 07:30:19.081182,R6_Eat_begin,Eat,R6
2009-04-03 07:32:06.024233,Cook_begin,Cook,ALL
2009-04-03 07:35:13.066802,Cook_end,Cook,ALL
2009-04-03 07:40:29.012208,R6_Eat_end,Eat,R6
2009-04-03 07:46:45.700579,Watch_TV_begin,Watch_TV,ALL
2009-04-03 07:46:53.053991,Leave_Home_begin,Leave_Home,ALL
2009-04-03 07:47:14.499049,Leave_Home_end,Leave_Home,ALL
2009-04-03 07:47:45.037958,Watch_TV_end,Watch_TV,ALL
2009-04-03 07:47:49.037804,R6_Eat_begin,Eat,R6
2009-04-03 07:48:24.476429,R6_Eat_end,Eat,R6
2009-04-03 10:15:13.031554,R6_Snack_begin,Snack,R6
2009-04-03 10:30:41.893239,R6_Snack_end,Snack,R6
2009-04-03 10:31:28.000118,R6_Snack_begin,Snack,R6
2009-04-03 10:44:02.009876,R6_Snack_end,Snack,R6
2009-04-03 10:44:03.073516,Watch_TV_begin,Watch_TV,ALL
2009-04-03 10:55:33.006411,Watch_TV_end,Watch_TV,ALL
2009-04-03 10:57:21.265429,R6_Snack_begin,Snack,R6
2009-04-03 11:06:07.595809,R6_Snack_end,Snack,R6
2009-04-03 11:07:27.043087,R6_Snack_begin,Snack,R6
2009-04-03 11:13:03.025899,R6_Snack_end,Snack,R6
2009-04-03 11:13:03.054445,Watch_TV_begin,Watch_TV,ALL
2009-04-03 11:30:04.302079,Watch_TV_end,Watch_TV,ALL
2009-04-03 11:30:06.516279,R6_Snack_begin,Snack,R6
2009-04-03 11:30:53.268749,R6_Snack_end,Snack,R6
2009-04-03 11:30:54.395479,Watch_TV_begin,Watch_TV,ALL
2009-04-03 11:54:02.046741,Watch_TV_end,Watch_TV,ALL
2009-04-03 11:57:48.017277,R6_Snack_begin,Snack,R6
2009-04-03 11:57:56.004308,R6_Snack_end,Snack,R6
2009-04-03 11:57:56.752599,Watch_TV_begin,Watch_TV,ALL
2009-04-03 11:58:49.474349,Watch_TV_end,Watch_TV,ALL
2009-04-03 11:58:51.078939,R6_Snack_begin,Snack,R6
2009-04-03 11:59:19.004343,R6_Snack_end,Snack,R6
2009-04-03 16:52:37.034591,R6_Snack_begin,Snack,R6
2009-04-03 16:52:54.414799,R6_Snack_end,Snack,R6
2009-04-03 16:52:55.039012,Watch_TV_begin,Watch_TV,ALL
2009-04-03 17:14:30.355619,Watch_TV_end,Watch_TV,ALL
2009-04-03 17:14:32.530489,R6_Snack_begin,Snack,R6
2009-04-03 17:15:36.532589,R6_Snack_end,Snack,R6
2009-04-03 17:15:37.083031,Watch_TV_begin,Watch_TV,ALL
2009-04-03 17:16:26.075913,Watch_TV_end,Watch_TV,ALL
2009-04-03 17:16:28.012278,R6_Snack_begin,Snack,R6
2009-04-03 17:16:41.097669,Watch_TV_begin,Watch_TV,ALL
2009-04-03 17:16:41.558269,R6_Snack_end,Snack,R6
2009-04-03 17:23:10.063179,Watch_TV_end,Watch_TV,ALL
2009-04-03 17:23:12.059366,R6_Snack_begin,Snack,R6
2009-04-03 17:24:05.051598,R6_Snack_end,Snack,R6
2009-04-03 17:24:06.060659,Watch_TV_begin,Watch_TV,ALL
2009-04-03 17:25:16.402209,Watch_TV_end,Watch_TV,ALL
2009-04-03 17:25:18.568269,R6_Snack_begin,Snack,R6
2009-04-03 17:25:45.029619,R6_Snack_end,Snack,R6
2009-04-03 17:25:46.379729,Watch_TV_begin,Watch_TV,ALL
2009-04-03 17:35:23.014029,Watch_TV_end,Watch_TV,ALL
2009-04-03 17:35:25.288589,R6_Snack_begin,Snack,R6
2009-04-03 17:37:02.036769,R6_Snack_end,Snack,R6
2009-04-03 17:37:03.058644,Watch_TV_begin,Watch_TV,ALL
2009-04-03 18:02:55.096987,Watch_TV_end,Watch_TV,ALL
2009-04-03 18:55:20.080255,Watch_TV_begin,Watch_TV,ALL
2009-04-03 18:55:52.090122,Watch_TV_end,Watch_TV,ALL
2009-04-03 18:56:34.015615,Watch_TV_begin,Watch_TV,ALL
2009-04-03 19:09:19.025007,Watch_TV_end,Watch_TV,ALL
2009-04-03 19:11:10.067001,Watch_TV_begin,Watch_TV,ALL
2009-04-03 19:16:39.019368,Watch_TV_end,Watch_TV,ALL
2009-04-03 19:16:41.164079,R6_Snack_begin,Snack,R6
2009-04-03 19:16:50.507999,R6_Snack_end,Snack,R6
2009-04-03 19:16:51.019472,Watch_TV_begin,Watch_TV,ALL
2009-04-03 19:18:29.080851,Watch_TV_end,Watch_TV,ALL
2009-04-03 19:19:13.125649,Watch_TV_begin,Watch_TV,ALL
2009-04-03 19:30:56.073215,Watch_TV_end,Watch_TV,ALL
2009-04-03 19:30:58.067721,R6_Snack_begin,Snack,R6
2009-04-03 19:31:06.034889,R6_Snack_end,Snack,R6
2009-04-03 19:31:07.002525,Watch_TV_begin,Watch_TV,ALL
2009-04-03 19:48:15.563119,Watch_TV_end,Watch_TV,ALL
2009-04-03 19:48:17.217669,R6_Snack_begin,Snack,R6
2009-04-03 19:48:31.173089,R6_Snack_end,Snack,R6
2009-04-03 19:48:40.030169,Watch_TV_begin,Watch_TV,ALL
2009-04-03 19:56:33.712719,Watch_TV_end,Watch_TV,ALL
2009-04-03 19:56:36.006761,R6_Snack_begin,Snack,R6
2009-04-03 19:56:52.050373,R6_Snack_end,Snack,R6
2009-04-03 19:56:52.675869,Watch_TV_begin,Watch_TV,ALL
2009-04-03 19:58:52.019581,Watch_TV_end,Watch_TV,ALL
2009-04-03 22:02:43.070198,R6_Snack_begin,Snack,R6
2009-04-03 22:04:13.029337,R6_Snack_end,Snack,R6
2009-04-06 07:12:20.025533,Cook_begin,Cook,ALL
2009-04-06 07:19:07.008849,R6_Eat_begin,Eat,R6
2009-04-06 07:21:06.457969,Cook_end,Cook,ALL
2009-04-06 07:24:27.845839,R6_Eat_end,Eat,R6
2009-04-06 07:25:11.703929,Cook_begin,Cook,ALL
2009-04-06 07:51:43.048235,Cook_end,Cook,ALL
2009-04-06 07:55:06.024954,Leave_Home_begin,Leave_Home,ALL
2009-04-06 07:55:18.925309,Leave_Home_end,Leave_Home,ALL
2009-04-06 08:11:55.761909,R6_Eat_begin,Eat,R6
2009-04-06 08:14:15.018194,R6_Eat_end,Eat,R6
2009-04-06 08:14:15.071754,Watch_TV_begin,Watch_TV,ALL
2009-04-06 08:33:36.921109,Watch_TV_end,Watch_TV,ALL
2009-04-06 10:43:08.019347,Watch_TV_begin,Watch_TV,ALL
2009-04-06 10:43:31.167119,Watch_TV_end,Watch_TV,ALL
2009-04-06 10:43:33.069649,R6_Snack_begin,Snack,R6
2009-04-06 10:43:44.915549,R6_Snack_end,Snack,R6
2009-04-06 10:43:45.040613,Watch_TV_begin,Watch_TV,ALL
2009-04-06 10:44:30.220629,Watch_TV_end,Watch_TV,ALL
2009-04-06 10:44:38.056233,R6_Snack_begin,Snack,R6
2009-04-06 10:46:13.285279,R6_Snack_end,Snack,R6
2009-04-06 11:10:23.436919,R6_Snack_begin,Snack,R6
2009-04-06 11:21:30.095179,R6_Snack_end,Snack,R6
2009-04-06 11:22:18.022984,Watch_TV_begin,Watch_TV,ALL
2009-04-06 11:40:40.699019,Watch_TV_end,Watch_TV,ALL
2009-04-06 11:40:43.076724,R6_Snack_begin,Snack,R6
2009-04-06 11:45:32.598999,R6_Snack_end,Snack,R6
2009-04-06 11:45:32.852459,Watch_TV_begin,Watch_TV,ALL
2009-04-06 11:57:52.021951,Watch_TV_end,Watch_TV,ALL
2009-04-06 11:57:54.050864,R6_Snack_begin,Snack,R6
2009-04-06 12:16:26.019174,R6_Snack_end,Snack,R6
2009-04-06 12:16:28.230779,Watch_TV_begin,Watch_TV,ALL
2009-04-06 12:16:58.491559,Watch_TV_end,Watch_TV,ALL
2009-04-06 12:17:03.038788,R6_Snack_begin,Snack,R6
2009-04-06 12:40:19.713939,R6_Snack_end,Snack,R6
2009-04-06 12:40:21.018409,Watch_TV_begin,Watch_TV,ALL
2009-04-06 12:49:26.027619,Watch_TV_end,Watch_TV,ALL
2009-04-06 12:49:27.323299,R6_Snack_begin,Snack,R6
2009-04-06 12:59:32.280519,R6_Snack_end,Snack,R6
2009-04-06 13:09:56.552619,Watch_TV_begin,Watch_TV,ALL
2009-04-06 13:11:28.001463,Watch_TV_end,Watch_TV,ALL
2009-04-06 13:11:29.963449,R6_Snack_begin,Snack,R6
2009-04-06 13:12:49.074355,R6_Snack_end,Snack,R6
2009-04-06 13:35:45.442229,R6_Snack_begin,Snack,R6
2009-04-06 13:35:52.975369,R6_Snack_end,Snack,R6
2009-04-06 16:14:18.370909,R6_Snack_begin,Snack,R6
2009-04-06 16:14:29.181679,R6_Snack_end,Snack,R6
2009-04-06 16:47:20.030816,R6_Snack_begin,Snack,R6
2009-04-06 17:08:56.323559,R6_Snack_end,Snack,R6
2009-04-06 17:08:57.009811,Watch_TV_begin,Watch_TV,ALL
2009-04-06 17:18:09.755559,Watch_TV_end,Watch_TV,ALL
2009-04-06 17:18:10.007976,R6_Snack_begin,Snack,R6
2009-04-06 17:18:30.234319,R6_Snack_end,Snack,R6
2009-04-06 17:18:31.960799,Watch_TV_begin,Watch_TV,ALL
2009-04-06 17:20:47.308599,Watch_TV_end,Watch_TV,ALL
2009-04-06 17:20:48.719379,R6_Snack_begin,Snack,R6
2009-04-06 17:21:02.095812,R6_Snack_end,Snack,R6
2009-04-06 17:21:03.090014,Watch_TV_begin,Watch_TV,ALL
2009-04-06 17:23:04.577689,Watch_TV_end,Watch_TV,ALL
2009-04-06 17:23:06.475879,R6_Snack_begin,Snack,R6
2009-04-06 17:23:22.081322,Watch_TV_begin,Watch_TV,ALL
2009-04-06 17:23:22.639039,R6_Snack_end,Snack,R6
2009-04-06 17:41:19.712909,Watch_TV_end,Watch_TV,ALL
2009-04-06 17:41:21.054974,R6_Snack_begin,Snack,R6
2009-04-06 17:42:26.570549,R6_Snack_end,Snack,R6
2009-04-06 17:46:14.017966,Watch_TV_begin,Watch_TV,ALL
2009-04-06 17:46:45.053006,Watch_TV_end,Watch_TV,ALL
2009-04-06 17:46:46.944149,R6_Snack_begin,Snack,R6
2009-04-06 17:53:18.259439,R6_Snack_end,Snack,R6
2009-04-06 17:53:33.098897,R6_Snack_begin,Snack,R6
2009-04-06 17:55:16.003775,R6_Snack_end,Snack,R6
2009-04-06 17:55:16.073666,Enter_Home_begin,Enter_Home,ALL
2009-04-06 17:55:39.880429,Enter_Home_end,Enter_Home,ALL
2009-04-06 21:49:09.059644,Watch_TV_begin,Watch_TV,ALL
2009-04-06 21:51:29.076529,Watch_TV_end,Watch_TV,ALL
2009-04-06 21:51:42.121579,Watch_TV_begin,Watch_TV,ALL
2009-04-06 21:52:15.026694,Watch_TV_end,Watch_TV,ALL
2009-04-07 07:12:32.017789,Cook_begin,Cook,ALL
2009-04-07 07:39:54.024349,Cook_end,Cook,ALL
2009-04-07 07:40:39.063273,R6_Eat_begin,Eat,R6
2009-04-07 07:45:33.609319,R6_Eat_end,Eat,R6
2009-04-07 07:59:35.013801,Cook_begin,Cook,ALL
2009-04-07 08:00:32.017001,Cook_end,Cook,ALL
2009-04-07 08:02:20.020229,Leave_Home_begin,Leave_Home,ALL
2009-04-07 08:02:28.085044,Leave_Home_end,Leave_Home,ALL
2009-04-07 10:51:37.035853,Watch_TV_begin,Watch_TV,ALL
2009-04-07 10:52:10.453039,Watch_TV_end,Watch_TV,ALL
2009-04-07 10:52:11.040735,R6_Snack_begin,Snack,R6
2009-04-07 10:53:27.065805,R6_Snack_end,Snack,R6
2009-04-07 10:54:53.038929,R6_Snack_begin,Snack,R6
2009-04-07 11:08:57.032276,R6_Snack_end,Snack,R6
2009-04-07 11:10:24.057936,R6_Snack_begin,Snack,R6
2009-04-07 11:49:25.125519,R6_Snack_end,Snack,R6
2009-04-07 11:49:25.893239,Watch_TV_begin,Watch_TV,ALL
2009-04-07 11:49:38.037678,Watch_TV_end,Watch_TV,ALL
2009-04-07 11:49:40.097359,R6_Snack_begin,Snack,R6
2009-04-07 12:27:11.014843,R6_Snack_end,Snack,R6
2009-04-07 12:53:00.926239,R6_Snack_begin,Snack,R6
2009-04-07 12:53:28.709089,R6_Snack_end,Snack,R6
2009-04-07 12:53:28.863149,Watch_TV_begin,Watch_TV,ALL
2009-04-07 12:54:42.088207,Watch_TV_end,Watch_TV,ALL
2009-04-07 12:54:43.064363,R6_Snack_begin,Snack,R6
2009-04-07 13:32:52.341399,R6_Snack_end,Snack,R6
2009-04-07 13:32:53.283879,Watch_TV_begin,Watch_TV,ALL
2009-04-07 13:33:53.732059,Watch_TV_end,Watch_TV,ALL
2009-04-07 14:00:27.036226,R6_Snack_begin,Snack,R6
2009-04-07 14:08:33.479199,R6_Snack_end,Snack,R6
2009-04-07 14:22:31.589109,R6_Snack_begin,Snack,R6
2009-04-07 14:42:40.005713,R6_Snack_end,Snack,R6
2009-04-07 14:42:42.006177,Watch_TV_begin,Watch_TV,ALL
2009-04-07 14:48:28.055322,Watch_TV_end,Watch_TV,ALL
2009-04-07 14:48:30.031569,R6_Snack_begin,Snack,R6
2009-04-07 14:49:39.947609,R6_Snack_end,Snack,R6
2009-04-07 15:03:39.167769,Watch_TV_begin,Watch_TV,ALL
2009-04-07 15:03:53.317519,Watch_TV_end,Watch_TV,ALL
2009-04-07 15:03:56.015275,R6_Snack_begin,Snack,R6
2009-04-07 15:04:01.006711,R6_Snack_end,Snack,R6
2009-04-07 15:46:18.203059,R6_Snack_begin,Snack,R6
2009-04-07 16:13:02.094461,R6_Snack_end,Snack,R6
2009-04-07 16:21:06.134439,R6_Snack_begin,Snack,R6
2009-04-07 17:08:08.064709,R6_Snack_end,Snack,R6
2009-04-07 17:09:00.588649,R6_Snack_begin,Snack,R6
2009-04-07 17:17:04.070199,R6_Snack_end,Snack,R6
2009-04-07 17:18:33.410599,Enter_Home_begin,Enter_Home,ALL
2009-04-07 17:19:02.119699,Enter_Home_end,Enter_Home,ALL
2009-04-07 18:15:54.960449,Watch_TV_begin,Watch_TV,ALL
2009-04-07 18:29:15.211679,Watch_TV_end,Watch_TV,ALL
2009-04-07 18:34:13.061466,Watch_TV_begin,Watch_TV,ALL
2009-04-07 18:36:12.366389,Watch_TV_end,Watch_TV,ALL
2009-04-07 18:36:55.013876,Watch_TV_begin,Watch_TV,ALL
2009-04-07 18:37:32.067757,Watch_TV_end,Watch_TV,ALL
2009-04-07 18:37:34.299079,R6_Snack_begin,Snack,R6
2009-04-07 18:37:48.080566,Watch_TV_begin,Watch_TV,ALL
2009-04-07 18:37:48.092449,R6_Snack_end,Snack,R6
2009-04-07 18:38:29.177789,Watch_TV_end,Watch_TV,ALL
2009-04-07 18:38:51.987159,Watch_TV_begin,Watch_TV,ALL
2009-04-07 18:43:59.983839,Watch_TV_end,Watch_TV,ALL
2009-04-08 07:01:47.056272,Cook_begin,Cook,ALL
2009-04-08 07:20:45.073637,Cook_end,Cook,ALL
2009-04-08 07:20:52.039257,R6_Eat_begin,Eat,R6
2009-04-08 07:35:24.710979,R6_Eat_end,Eat,R6
2009-04-08 07:36:49.113359,Leave_Home_begin,Leave_Home,ALL
2009-04-08 07:36:55.221019,R6_Eat_begin,Eat,R6
2009-04-08 07:36:59.006675,Leave_Home_end,Leave_Home,ALL
2009-04-08 07:37:02.659349,R6_Eat_end,Eat,R6
2009-04-08 07:37:38.074391,R6_Eat_begin,Eat,R6
2009-04-08 07:52:04.204659,R6_Eat_end,Eat,R6
2009-04-08 07:54:30.013768,R6_Eat_begin,Eat,R6
2009-04-08 08:00:39.198159,R6_Eat_end,Eat,R6
2009-04-08 08:20:05.552789,R6_Snack_begin,Snack,R6
2009-04-08 08:30:56.036665,R6_Snack_end,Snack,R6
2009-04-08 10:25:55.007098,Watch_TV_begin,Watch_TV,ALL
2009-04-08 10:26:44.662739,Watch_TV_end,Watch_TV,ALL
2009-04-08 10:26:58.019303,R6_Snack_begin,Snack,R6
2009-04-08 10:48:24.893409,R6_Snack_end,Snack,R6
2009-04-08 12:05:28.815049,R6_Snack_begin,Snack,R6
2009-04-08 12:40:15.238929,R6_Snack_end,Snack,R6
2009-04-08 12:40:19.654249,Watch_TV_begin,Watch_TV,ALL
2009-04-08 13:04:24.951179,Watch_TV_end,Watch_TV,ALL
2009-04-08 13:04:26.427589,R6_Snack_begin,Snack,R6
2009-04-08 13:07:39.635299,R6_Snack_end,Snack,R6
2009-04-08 13:07:40.049636,Watch_TV_begin,Watch_TV,ALL
2009-04-08 13:17:56.011068,Watch_TV_end,Watch_TV,ALL
2009-04-08 13:17:58.040661,R6_Snack_begin,Snack,R6
2009-04-08 13:28:08.096284,Watch_TV_begin,Watch_TV,ALL
2009-04-08 13:28:08.646919,R6_Snack_end,Snack,R6
2009-04-08 13:28:52.997869,Watch_TV_end,Watch_TV,ALL
2009-04-08 13:35:41.047864,R6_Snack_begin,Snack,R6
2009-04-08 13:36:01.086839,R6_Snack_end,Snack,R6
2009-04-08 15:28:13.630079,R6_Snack_begin,Snack,R6
2009-04-08 15:28:43.688539,R6_Snack_end,Snack,R6
2009-04-08 16:00:37.093557,Watch_TV_begin,Watch_TV,ALL
2009-04-08 16:01:27.101419,Watch_TV_end,Watch_TV,ALL
2009-04-08 16:02:23.043629,R6_Snack_begin,Snack,R6
2009-04-08 16:02:40.900279,R6_Snack_end,Snack,R6
2009-04-08 18:19:34.097229,Enter_Home_begin,Enter_Home,ALL
2009-04-08 18:19:35.012521,Enter_Home_end,Enter_Home,ALL
2009-04-08 20:57:38.096353,Watch_TV_begin,Watch_TV,ALL
2009-04-08 20:58:01.051074,Watch_TV_end,Watch_TV,ALL
2009-04-08 21:19:48.054021,Watch_TV_begin,Watch_TV,ALL
2009-04-08 22:14:40.592659,Watch_TV_end,Watch_TV,ALL
2009-04-09 07:12:36.507369,Cook_begin,Cook,ALL
2009-04-09 07:29:47.032446,R6_Eat_begin,Eat,R6
2009-04-09 07:30:04.080049,Cook_end,Cook,ALL
2009-04-09 07:45:36.000599,R6_Eat_end,Eat,R6
2009-04-09 07:47:53.062309,Leave_Home_begin,Leave_Home,ALL
2009-04-09 07:48:28.015823,Leave_Home_end,Leave_Home,ALL
2009-04-09 08:05:56.000509,R6_Eat_begin,Eat,R6
2009-04-09 08:06:58.671279,R6_Eat_end,Eat,R6
2009-04-09 09:44:01.032974,Watch_TV_begin,Watch_TV,ALL
2009-04-09 09:44:33.083839,R6_Snack_begin,Snack,R6
2009-04-09 09:44:58.339299,R6_Snack_end,Snack,R6
2009-04-09 09:48:00.718569,Watch_TV_end,Watch_TV,ALL
2009-04-09 09:48:14.056047,R6_Snack_begin,Snack,R6
2009-04-09 10:01:46.036013,R6_Snack_end,Snack,R6
2009-04-09 10:02:52.076423,R6_Snack_begin,Snack,R6
2009-04-09 10:36:20.242079,R6_Snack_end,Snack,R6
2009-04-09 10:39:53.618449,R6_Snack_begin,Snack,R6
2009-04-09 10:40:14.245409,R6_Snack_end,Snack,R6
2009-04-09 18:08:18.317529,Enter_Home_begin,Enter_Home,ALL
2009-04-09 18:08:54.015996,Enter_Home_end,Enter_Home,ALL
2009-04-09 20:04:46.730619,Watch_TV_begin,Watch_TV,ALL
2009-04-09 20:05:07.029235,Watch_TV_end,Watch_TV,ALL
2009-04-09 20:53:10.082045,Watch_TV_begin,Watch_TV,ALL
2009-04-09 20:56:48.098146,Watch_TV_end,Watch_TV,ALL
2009-04-09 20:57:30.283519,Watch_TV_begin,Watch_TV,ALL
2009-04-09 21:46:28.067383,Watch_TV_end,Watch_TV,ALL
2009-04-09 21:47:07.000089,Watch_TV_begin,Watch_TV,ALL
2009-04-09 21:48:53.034436,Watch_TV_end,Watch_TV,ALL
2009-04-10 07:17:09.056391,Cook_begin,Cook,ALL
2009-04-10 07:31:50.633949,Cook_end,Cook,ALL
2009-04-10 07:31:51.000391,R6_Eat_begin,Eat,R6
2009-04-10 07:33:00.061297,Cook_begin,Cook,ALL
2009-04-10 07:46:52.015278,R6_Eat_end,Eat,R6
2009-04-10 07:48:02.496299,Cook_end,Cook,ALL
2009-04-10 07:48:29.014751,Leave_Home_begin,Leave_Home,ALL
2009-04-10 07:48:57.056498,Leave_Home_end,Leave_Home,ALL
2009-04-10 07:49:08.223929,R6_Eat_begin,Eat,R6
2009-04-10 08:22:24.089911,R6_Eat_end,Eat,R6
2009-04-10 12:34:22.035417,R6_Snack_begin,Snack,R6
2009-04-10 12:34:37.027078,R6_Snack_end,Snack,R6
2009-04-10 12:34:39.001353,Watch_TV_begin,Watch_TV,ALL
2009-04-10 12:45:53.079783,Watch_TV_end,Watch_TV,ALL
2009-04-10 12:45:55.043276,R6_Snack_begin,Snack,R6
2009-04-10 12:46:06.772209,R6_Snack_end,Snack,R6
2009-04-10 12:46:07.097567,Watch_TV_begin,Watch_TV,ALL
2009-04-10 12:46:13.067649,Watch_TV_end,Watch_TV,ALL
2009-04-10 12:46:15.999569,R6_Snack_begin,Snack,R6
2009-04-10 12:47:42.095496,Watch_TV_begin,Watch_TV,ALL
2009-04-10 12:47:42.294549,R6_Snack_end,Snack,R6
2009-04-10 13:23:30.300889,Watch_TV_end,Watch_TV,ALL
2009-04-10 13:33:44.009024,R6_Snack_begin,Snack,R6
2009-04-10 13:34:31.664429,R6_Snack_end,Snack,R6
2009-04-10 13:34:48.680459,R6_Snack_begin,Snack,R6
2009-04-10 13:35:32.330169,R6_Snack_end,Snack,R6
2009-04-10 13:35:33.320729,Watch_TV_begin,Watch_TV,ALL
2009-04-10 13:46:38.055957,Watch_TV_end,Watch_TV,ALL
2009-04-10 14:02:45.468839,R6_Snack_begin,Snack,R6
2009-04-10 14:03:40.964459,R6_Snack_end,Snack,R6
2009-04-10 15:56:08.096823,R6_Snack_begin,Snack,R6
2009-04-10 15:56:44.037734,R6_Snack_end,Snack,R6
2009-04-10 16:03:43.019124,R6_Snack_begin,Snack,R6
2009-04-10 16:04:00.983589,R6_Snack_end,Snack,R6
2009-04-10 16:04:02.001614,Watch_TV_begin,Watch_TV,ALL
