user_id,food_id,rating
15,1006,2
15,80,1
15,717,3
15,945,3
15,165,3
15,751,1
15,434,2
15,57,2
15,442,4
15,135,2
15,705,3
15,602,2
15,904,4
15,265,5
15,335,4
15,969,2
15,47,2
15,465,1
15,331,4
15,508,3
15,254,2
15,656,1
15,901,3
15,545,2
15,712,5
15,336,3
15,991,2
15,609,4
15,515,4
15,173,4
15,75,3
15,401,3
15,563,3
15,612,3
15,450,4
15,675,4
15,1029,3
15,52,3
15,1106,3
15,153,4
15,839,2
15,1027,5
15,966,3
15,1,3
15,469,4
15,192,4
15,82,3
15,616,3
15,247,1
15,434,2
15,1041,4
15,972,2
15,244,2
15,59,3
15,306,2
15,225,2
15,767,2
15,303,2
15,831,4
15,1080,3
15,555,2
15,1094,4
15,192,4
15,373,4
15,670,2
15,381,1
15,748,3
15,741,3
15,67,3
15,803,2
15,910,3
15,262,3
15,1101,3
15,725,3
15,841,4
15,552,3
15,138,4
15,292,3
15,111,4
15,971,4
15,92,3
15,371,1
15,987,2
15,876,2
15,180,2
15,904,0
15,557,3
15,506,4
15,699,3
15,336,2
15,854,3
15,859,3
15,882,2
15,22,3
15,1035,4
15,43,3
15,973,2
15,88,1
15,694,3
15,903,3
15,1087,2
15,792,2
15,961,1
15,748,0
15,584,2
15,896,3
15,781,2
15,333,3
15,642,1
15,529,3
15,562,3
15,310,3
15,186,3
15,449,5
15,229,2
15,811,3
15,727,3
15,225,3
15,714,4
15,434,1
15,888,3
15,484,1
15,710,2
15,309,2
15,512,3
15,1043,1
15,464,4
15,148,1
15,736,3
15,694,5
15,702,0
15,377,2
15,918,2
15,224,1
15,1070,1
15,676,3
15,237,0
15,1046,5
15,639,5
15,254,1
15,728,3
15,472,2
15,453,3
15,493,1
15,128,1
15,117,4
15,339,1
15,1077,3
15,677,3
15,302,1
15,809,1
15,513,3
15,335,2
15,902,4
15,925,3
15,813,2
15,333,4
15,85,1
15,247,1
15,939,3
15,137,3
15,1108,3
15,189,3
15,118,1
15,445,1
15,522,3
15,805,3
15,38,1
15,1081,1
15,1116,4
15,722,1
15,267,4
15,1056,3
15,217,1
15,750,2
15,396,1
15,362,2
15,911,3
15,50,1
15,398,2
15,627,1
15,740,1
15,73,2
15,572,4
15,929,4
15,7,3
15,1046,4
15,142,1
15,981,3
15,861,1
15,358,2
15,304,4
15,561,4
15,541,1
15,459,4
15,131,4
15,131,1
15,903,4
15,785,1
15,1056,4
15,286,4
15,482,4
15,316,5
15,709,4
15,239,1
15,74,5
15,61,4
15,53,2
15,96,4
15,1095,3
15,565,4
15,934,3
15,941,4
15,35,5
15,654,4
15,805,1
15,573,1
15,1117,5
15,834,2
15,144,2
15,788,4
15,264,3
15,140,3
15,1039,4
15,297,4
15,694,4
15,202,3
15,160,3
15,386,4
15,112,3
15,224,1
15,924,3
15,298,5
15,1003,3
15,486,4
15,904,4
15,597,3
15,374,4
15,48,2
15,428,1
15,429,4
15,469,3
15,616,1
15,425,1
15,881,1
15,486,1
15,312,3
15,108,3
15,1107,1
15,468,3
15,789,2
15,991,2
15,601,1
15,920,4
15,640,2
15,208,1
15,213,2
15,92,2
15,1024,5
15,85,2
15,871,1
15,610,4
15,628,2
15,1055,3
15,829,2
15,22,2
15,54,4
15,622,1
15,261,4
15,948,5
15,450,3
15,33,2
15,432,1
15,284,0
15,537,2
15,1107,3
15,499,4
15,913,5
15,933,4
15,474,3
15,251,1
15,23,5
15,103,3
15,195,5
15,1045,4
15,249,2
15,930,3
15,106,3
15,1005,3
15,658,1
15,833,2
15,169,4
15,912,1
15,549,1
15,715,3
15,1071,2
15,581,2
15,844,3
15,551,1
15,887,4
15,872,4
15,61,3
15,529,5
15,398,0
15,904,2
15,780,3
15,487,4
15,6,4
15,668,2
15,984,3
15,869,3
15,631,1
15,854,1
15,246,4
15,1086,1
15,396,2
15,455,2
15,815,1
15,167,3
15,186,3
15,196,4
15,758,4
15,816,3
15,883,2
15,413,3
15,413,4
15,20,2
15,497,1
15,1113,2
15,307,3
15,635,4
15,651,2
15,1113,3
15,771,3
15,712,2
15,644,2
15,111,4
15,193,5
15,86,1
15,1085,4
15,849,5
15,854,2
15,805,2
15,379,1
15,122,2
15,575,1
15,1067,1
15,419,1
15,370,2
15,939,2
15,1011,4
15,610,2
15,763,3
15,539,3
15,1083,2
15,403,4
15,883,2
15,311,2
15,617,3
15,508,2
15,3,1
15,212,1
15,218,2
15,764,3
15,930,3
15,970,3
15,328,2
15,1101,4
15,71,4
15,475,1
15,461,1
15,979,3
15,1027,3
15,52,2
15,499,2
15,875,5
15,477,3
15,250,5
15,162,5
15,621,4
15,119,1
15,1091,1
15,659,2
15,349,1
15,636,3
15,1082,1
15,453,1
15,1010,5
15,988,4
15,711,1
15,358,4
15,1045,1
15,1116,3
15,967,1
15,971,1
15,229,4
15,213,5
15,697,1
15,578,3
15,746,3
15,837,3
15,1059,3
15,256,2
15,18,1
15,1049,2
15,161,5
15,75,4
15,756,1
15,971,2
15,524,3
15,707,3
15,1088,3
15,677,2
15,261,1
15,267,3
15,174,4
15,340,2
15,466,4
15,284,4
15,396,1
15,363,3
15,573,1
15,623,1
15,283,5
15,867,4
15,956,4
15,413,1
15,608,3
15,42,3
15,817,4
15,103,1
15,116,1
15,239,2
15,405,3
15,623,1
15,714,3
15,348,4
15,441,1
15,749,1
15,754,5
15,312,3
15,489,4
15,505,3
15,495,1
15,661,2
15,97,1
15,896,3
15,263,1
15,39,4
15,532,2
15,496,5
15,418,1
15,1093,2
15,475,3
15,953,2
15,189,4
15,333,1
15,232,2
15,607,3
15,2,5
15,448,1
15,297,3
15,598,1
15,633,3
15,166,3
15,952,2
15,904,2
15,180,3
15,31,1
15,292,3
15,1011,3
15,654,4
15,591,1
15,530,1
15,415,2
15,1012,2
15,132,4
15,206,3
15,665,3
15,408,3
15,614,4
15,784,1
15,213,1
15,854,3
15,881,1
15,304,3
15,367,1
15,367,2
15,861,1
15,579,2
15,150,4
15,388,3
15,621,2
15,1116,3
15,198,4
15,184,4
15,253,2
15,424,2
15,379,3
15,267,3
15,562,4
15,160,5
15,145,1
15,937,3
15,977,1
15,402,2
15,1043,3
15,984,2
15,697,2
15,316,2
15,954,5
15,81,4
15,378,1
15,1017,5
15,1043,3
15,797,3
15,565,1
15,867,4
15,672,2
15,908,5
15,28,4
15,1082,1
15,701,4
15,399,2
15,967,2
15,754,1
15,209,5
15,194,1
15,36,5
15,15,1
15,670,3
15,986,3
15,864,4
15,177,2
15,815,1
15,558,2
15,109,1
15,293,3
15,755,5
15,849,1
15,713,4
15,1108,1
15,818,3
15,482,1
15,559,4
15,4,2
15,582,0
15,9,1
15,445,1
15,790,3
15,38,2
15,734,1
15,137,1
15,426,1
15,690,4
15,1013,0
15,1064,3
15,432,3
15,252,3
15,113,1
15,9,2
15,105,0
15,342,2
15,428,1
15,744,3
15,1045,3
15,16,3
15,503,1
15,225,1
15,405,2
15,511,4
15,1082,3
15,818,2
15,692,2
15,777,3
15,798,2
15,1073,1
15,855,2
15,19,1
15,843,1
15,1060,5
15,209,2
15,995,1
15,362,1
15,584,1
15,581,0
15,64,5
15,607,2
15,918,2
15,680,4
15,616,1
15,587,2
15,1038,1
15,938,3
15,930,4
15,1090,1
15,615,1
15,1002,3
15,430,2
15,1058,3
15,902,2
15,283,3
15,679,1
15,355,0
15,466,1
15,795,3
15,108,4
15,952,4
15,546,3
15,616,4
15,149,2
15,1022,4
15,500,3
15,800,1
15,744,3
15,22,1
15,32,5
15,579,4
15,1071,2
15,621,1
15,133,1
15,1057,5
15,630,1
15,319,2
15,918,4
15,719,3
15,599,3
15,619,2
15,933,1
15,346,4
15,1021,1
15,575,2
15,601,3
15,627,3
15,129,2
15,962,0
15,1107,0
15,435,1
15,370,3
15,124,3
15,180,0
15,698,4
15,873,1
15,402,1
15,1070,0
15,744,1
15,140,2
15,52,2
15,586,4
15,146,3
15,683,3
15,997,1
15,95,2
15,107,1
15,1002,3
15,1065,3
15,923,1
15,747,3
15,370,3
15,346,3
15,544,2
15,780,3
15,1010,2
15,860,2
15,533,2
15,1040,3
15,159,1
15,70,1
15,678,3
15,81,1
15,533,1
15,485,4
15,501,3
15,422,2
15,699,3
15,338,0
15,209,1
15,916,2
15,816,5
15,903,4
15,999,2
15,220,2
15,552,3
15,198,3
15,463,1
15,1013,1
15,232,1
15,360,2
15,849,1
15,1094,4
15,254,1
15,1007,1
15,619,3
15,296,4
15,117,1
15,1102,2
15,99,4
15,556,2
15,245,4
15,813,2
15,1099,3
15,958,2
15,72,2
15,229,2
15,228,3
15,261,3
15,451,3
15,852,4
15,270,3
15,45,3
15,347,3
15,910,2
15,855,1
15,1010,1
15,582,3
15,646,1
15,707,0
15,736,1
15,64,1
15,533,3
15,707,1
15,511,3
15,188,2
15,224,0
15,237,1
15,1111,3
15,938,2
15,973,5
15,311,1
15,1062,1
15,470,0
15,549,1
15,215,1
15,214,3
15,501,1
15,178,4
15,266,1
15,738,3
15,948,3
15,691,2
15,367,3
15,625,2
15,237,3
15,1065,2
15,439,4
15,36,2
15,949,4
15,289,2
15,694,1
15,227,2
15,500,3
15,871,1
15,544,1
15,205,1
15,811,2
15,340,3
15,90,3
15,969,3
15,625,3
15,631,4
15,621,3
15,783,1
15,578,2
15,921,3
15,803,0
15,148,2
15,406,3
15,22,2
15,125,1
15,1027,2
15,657,2
15,320,4
15,169,4
15,232,2
15,982,1
15,451,4
15,601,2
15,43,3
15,988,3
15,17,2
15,160,2
15,708,3
15,446,2
15,448,2
15,642,5
15,881,4
15,468,5
15,807,4
15,38,2
15,326,2
15,672,2
15,653,4
15,969,1
15,530,1
15,751,4
15,953,2
15,639,1
15,1009,2
15,197,1
15,1047,0
15,548,1
15,147,0
15,462,3
15,474,3
15,383,0
15,527,3
15,5,3
15,912,5
15,539,3
15,143,4
15,612,0
15,899,1
15,891,1
15,782,1
15,299,1
15,920,1
15,52,0
15,46,3
15,243,3
15,713,2
15,866,1
15,363,1
15,591,2
15,115,2
15,792,2
15,748,4
15,618,1
15,19,4
15,96,2
15,98,1
15,881,2
15,229,4
15,272,1
15,480,2
15,545,2
15,111,4
15,843,1
15,456,2
15,342,1
15,828,1
15,741,4
15,272,2
15,624,1
15,236,2
15,561,0
15,687,4
15,532,1
15,249,1
15,157,2
15,247,0
15,1113,3
15,11,0
15,280,1
15,541,2
15,1093,2
15,332,3
15,392,3
15,569,1
15,1096,2
15,322,0
15,1101,1
15,109,4
15,984,1
15,1035,3
15,517,4
15,311,4
15,256,4
15,394,2
15,420,2
15,236,3
15,87,3
15,332,4
15,919,1
15,821,5
15,861,2
15,804,1
15,872,1
15,976,2
15,615,1
15,1063,3
15,723,3
15,301,1
15,455,2
15,273,3
15,962,4
15,657,2
15,772,1
15,13,2
15,1021,4
15,836,3
15,245,4
15,120,1
15,969,1
15,511,3
15,584,2
15,651,2
15,645,2
15,694,2
15,825,1
15,554,2
15,605,4
15,509,3
15,380,1
15,775,1
15,1035,4
15,605,1
15,164,1
15,287,1
15,761,4
15,803,1
15,121,4
15,1007,4
15,610,2
15,360,3
15,71,1
15,234,3
15,781,1
15,1042,0
15,186,3
15,890,4
15,78,1
15,1110,1
15,274,1
15,176,3
15,947,4
15,955,3
15,913,1
15,329,2
15,368,1
15,969,2
15,846,3
15,831,3
15,586,4
15,1005,0
15,930,3
15,585,2
15,109,3
15,1067,2
15,663,1
15,1093,1
15,992,4
15,986,0
15,561,3
15,540,1
15,579,1
15,623,1
15,568,3
15,195,0
15,610,1
15,822,1
15,397,3
15,364,1
15,939,4
15,143,3
15,672,4
15,588,3
15,1101,2
15,24,1
15,197,4
15,804,4
15,692,3
15,967,2
15,371,1
15,785,2
15,83,1
15,599,0
15,1037,4
15,146,4
15,675,3
15,734,5
15,99,3
15,229,4
15,1010,2
15,569,2
15,223,3
15,138,1
15,263,2
15,874,3
15,231,2
15,465,1
15,687,2
15,1058,2
15,1030,1
15,977,1
15,956,4
15,958,1
15,116,3
15,838,0
15,1040,4
15,306,1
15,917,0
15,937,2
15,320,4
15,21,3
15,898,3
15,192,2
15,514,2
15,941,4
15,639,1
15,620,3
15,641,3
15,300,2
15,521,4
15,579,2
15,970,5
15,869,2
15,174,2
15,174,1
15,565,1
15,1025,0
15,73,1
15,907,1
15,842,3
15,903,2
15,258,4
15,1007,2
15,1067,4
15,722,3
15,295,3
15,761,3
15,159,1
15,795,3
15,406,2
15,521,3
15,7,1
15,938,3
15,333,3
15,423,0
15,1097,1
15,973,3
15,52,1
15,109,0
15,691,4
15,222,3
15,378,2
15,1078,2
15,785,1
15,495,4
15,591,4
15,668,1
15,879,1
15,621,1
15,1027,5
15,41,4
15,381,2
15,518,3
15,334,0
15,513,4
15,448,1
15,417,0
15,923,1
15,923,0
15,903,1
15,397,4
15,790,2
15,764,2
15,148,3
15,233,2
15,1029,1
15,365,3
15,405,1
15,724,4
15,851,0
15,965,1
15,1047,3
15,865,1
15,328,5
15,449,3
15,1090,1
15,2,3
15,179,2
15,239,4
15,40,0
15,420,4
15,24,3
15,492,2
15,336,3
15,969,1
15,261,1
15,841,0
15,79,0
15,1088,1
15,682,3
15,647,2
15,1112,1
15,112,2
15,731,4
15,156,4
15,1032,3
15,319,3
15,941,1
15,937,2
15,164,1
15,473,1
15,1089,3
15,333,2
15,107,2
15,258,3
15,931,1
15,55,1
15,259,1
15,231,4
15,250,2
15,157,1
15,438,1
15,68,1
15,369,1
15,381,1
15,822,1
15,830,0
15,129,1
15,244,0
15,337,3
15,550,1
15,547,1
15,199,3
15,851,2
15,388,3
15,785,1
15,502,2
15,742,2
15,245,2
15,218,3
15,1076,3
15,303,2
15,1046,3
15,583,2
15,1014,0
15,280,0
15,356,0
15,111,3
15,286,1
15,319,3
15,592,1
15,819,1
15,879,2
15,689,4
15,116,2
15,1053,0
15,474,2
15,339,1
15,687,3
15,1054,4
15,913,1
15,1034,3
15,341,1
15,646,3
15,993,0
15,1054,3
15,23,3
15,91,1
15,478,1
15,695,2
15,812,3
15,89,2
15,545,0
15,506,1
15,962,2
15,537,5
15,262,0
15,179,1
15,1002,1
15,871,1
15,262,3
15,585,1
15,675,3
15,43,3
15,179,3
15,725,4
15,465,3
15,7,2
15,57,1
15,219,3
15,738,2
15,997,3
15,391,1
15,437,4
15,477,0
15,1053,4
15,624,4
15,95,2
15,923,0
15,100,0
15,387,1
15,262,1
15,153,1
15,477,0
15,799,1
15,952,3
15,514,1
15,251,2
15,1059,3
15,183,4
15,55,0
15,375,0
15,781,1
15,569,2
15,1081,2
15,188,1
15,751,3
15,149,4
15,740,4
15,124,4
15,480,4
15,51,4
15,816,3
15,362,2
15,5,2
15,1009,3
15,46,1
15,878,4
15,664,4
15,133,1
15,102,4
15,1074,1
15,1100,0
15,393,2
15,904,0
15,102,1
15,397,1
15,247,4
15,726,4
15,537,3
15,328,5
15,347,1
15,33,3
15,316,1
15,604,0
15,101,0
15,880,0
15,417,4
15,956,1
15,675,4
15,771,3
15,993,1
15,1105,2
15,767,1
15,1086,1
15,370,3
15,814,3
15,202,4
15,646,1
15,107,3
15,864,3
15,375,3
15,100,3
15,62,0
15,1096,1
15,594,3
15,112,2
15,608,1
15,672,2
15,1073,1
15,264,2
15,620,0
15,15,2
15,717,2
15,211,3
15,804,0
15,1110,3
15,632,3
15,356,3
15,842,3
15,86,4
15,820,4
15,1110,1
15,302,0
15,380,1
15,582,3
15,338,3
15,989,3
15,628,1
15,1107,3
15,436,3
15,910,3
15,511,1
15,14,2
15,146,3
15,617,3
15,932,2
15,38,2
15,68,4
15,481,4
15,172,2
15,210,0
15,195,3
15,458,3
15,1107,2
15,727,1
15,242,3
15,708,3
15,494,3
15,246,3
15,710,3
15,1033,4
15,1001,0
15,282,2
15,45,1
15,936,3
15,811,1
15,728,0
15,476,3
15,346,1
15,1029,2
15,591,1
15,361,3
15,188,3
15,711,1
15,712,2
15,843,1
15,950,4
15,734,0
15,644,1
15,79,2
15,305,1
15,748,2
15,482,4
15,862,0
16,338,5
16,1089,5
16,301,3
16,588,4
16,606,3
16,117,4
16,43,5
16,392,3
16,729,4
16,40,4
16,288,3
16,871,4
16,9,4
16,614,4
16,60,4
16,880,5
16,746,4
16,836,4
16,884,3
16,232,4
16,841,4
16,522,4
16,99,3
16,440,4
17,567,5
17,980,1
17,189,4
17,537,4
17,163,4
17,645,5
17,12,3
17,82,5
17,1048,5
17,159,4
17,226,4
17,380,5
17,596,5
17,748,5
17,215,5
17,689,5
17,844,3
17,626,0
17,931,4
17,385,4
17,1087,5
17,677,5
17,967,2
17,469,3
17,207,5
17,376,2
17,876,3
17,333,4
17,261,4
17,315,5
17,237,4
17,267,4
17,861,2
17,277,5
17,1069,3
17,592,5
17,863,5
17,495,4
17,672,3
17,919,2
17,227,2
17,336,2
17,331,4
17,464,5
17,91,4
17,576,3
17,274,5
17,672,4
17,770,4
17,322,4
17,274,0
17,777,2
17,628,4
17,484,4
17,647,3
17,926,4
17,882,5
17,40,5
17,386,3
17,200,4
17,970,5
17,1015,4
17,248,4
17,404,3
17,515,4
17,666,3
17,988,5
17,248,4
17,38,5
17,382,3
17,756,4
17,963,4
17,222,2
17,25,4
17,50,2
17,1096,4
17,857,4
17,1109,3
17,122,4
17,57,4
17,407,3
17,369,4
17,786,4
17,799,5
17,758,4
17,412,1
17,920,2
17,281,5
17,226,5
17,208,5
17,473,5
17,271,5
17,230,3
17,487,3
17,135,3
17,720,4
17,924,3
17,250,4
17,1094,3
17,862,3
17,1071,3
17,975,4
17,221,4
17,762,2
17,377,4
17,1063,3
17,1042,4
17,359,3
17,994,2
17,244,5
17,335,5
17,901,5
17,392,4
17,736,5
17,1010,4
17,969,2
17,944,2
17,792,4
17,31,4
17,423,4
17,347,4
17,1083,2
17,464,5
17,933,4
17,108,4
17,716,3
17,47,4
17,1077,4
17,480,4
17,644,5
17,759,3
17,41,4
17,590,4
17,299,3
